6.300820745566079184e-01,7.868883868130842618e-01,8.639481974301901346e-01,2.469926337277653650e-01
6.682219133001129352e-01,3.705677798074447638e-01,1.296742717081226515e-01,7.016700045726932400e-01
3.665636510679201043e-01,2.042503726503073769e-01,4.675932141494691940e-01,2.658099533763960132e-01
3.532753362106676454e-01,2.312411796348081416e-01,4.679407047452299739e-01,2.233462315368108519e-01
5.181005055864638942e-02,9.174857600726683549e-01,1.136561088165723848e-01,2.610533459545674034e-02
5.650958459061140582e-01,5.116177531212798835e-01,6.085019631951409380e-01,3.533015621620902991e-01
1.235371540945012503e-01,8.332765736363486608e-01,1.648882654501853673e-01,1.551634510967625502e-01
5.904842365940756732e-01,2.952089158168112459e-01,8.822099531516193194e-01,5.034038321513877728e-02
8.414377688563995372e-02,7.236797020480222331e-01,3.954055629046651643e-01,8.764911574569260733e-01
4.594960638662603514e-01,3.408383211237385746e-01,5.574688832582758158e-01,4.280443766884865497e-01
1.553119080872425728e-01,8.562121116115680719e-01,8.345527423165022274e-01,7.880785129639766851e-01
9.141697143190894437e-01,5.624920490408729101e-01,1.483591568796413795e-01,6.256526210853105008e-01
7.833157607749367812e-02,6.171684006902511399e-01,2.181960754807043823e-01,6.087141940078063529e-01
2.093389585748383908e-01,9.036579795841546137e-01,9.057477979626632481e-01,6.429063559298451302e-01
7.115358997646419326e-01,3.089851084500190304e-01,2.281264964170888476e-02,4.981676171073093906e-01
8.050918409324103742e-01,4.816587319751070573e-01,1.588467585466090126e-01,7.125153177928871262e-01
2.356595518738976713e-01,2.202866538700908317e-01,4.921231342652128138e-01,6.101957045053885836e-02
5.677655270964994116e-01,4.596567876462518965e-01,1.909739372970673324e-02,6.494169304159085332e-01
6.066414450345644083e-01,8.185956717476454703e-01,9.043967467848327280e-01,9.741324324263154200e-01
5.215273958342451222e-01,2.005243352396023915e-01,1.460247445269051980e-01,4.397242645108038750e-01
7.047251013587104707e-01,2.807411305129398627e-01,1.578089248718161919e-01,4.083590234981905875e-01
6.226203268722014794e-01,8.131388630601837919e-01,2.058486791040160524e-01,2.212740743425102019e-01
2.211848075144820236e-01,6.902307022267962777e-01,6.267140874226874159e-01,3.626515287547124600e-02
3.650934973886648671e-01,4.351876203859741388e-01,1.863101443431450510e-01,1.908185352658934020e-01
1.712978401047187127e-01,8.998829542474808818e-01,4.268299645741342463e-01,2.069149725697395220e-02
2.732642525446420390e-01,8.571517794882509422e-01,5.824284262710851534e-01,8.527406866168971700e-01
2.269924028022878570e-01,9.952614510981033780e-01,9.791114888055488796e-01,8.449055000978059615e-01
1.529651621795403427e-01,9.661999432314748448e-01,2.521233737443588294e-03,1.665246432547750621e-01
3.988808316850410707e-01,4.565376657507830838e-01,9.050214996750304275e-01,2.190405536104876871e-01
1.533230869540953556e-01,9.235927555885206086e-01,8.472192810554619591e-01,7.157335164814719874e-01
2.327192696436489461e-01,2.493225838516969495e-01,3.443544037447727746e-01,9.796036725268698897e-02
3.726137995719603913e-01,6.442604567155600925e-01,5.110580168685896485e-01,4.851535645018377196e-01
3.890321184523872211e-01,4.071698641824909037e-01,5.955962065094342339e-01,4.948759221729052138e-01
8.441342512680646282e-01,1.976426935949565644e-02,8.028617629528170818e-01,5.394906491569203544e-01
4.014406149123584400e-01,4.371848746854718470e-01,9.262138593322111202e-01,1.106792099466309132e-01
9.388969623095859696e-01,6.363255174845844353e-01,1.223943177765110940e-01,5.893445750629070501e-01
4.182921087350434108e-01,9.258076935392736129e-01,9.999325914462924292e-01,1.108754693796686897e-01
9.408204377645822403e-01,6.212075024018034464e-01,5.615347527793077553e-01,4.882190740006759899e-01
4.757692880178125416e-01,1.246503089015406213e-01,2.166419388876700547e-01,2.864104672366917237e-01
2.591504543802541360e-01,9.894556531268164923e-01,8.808563217081673002e-01,9.629901172598486214e-01
1.138974409237870911e-01,2.276730290777061530e-03,6.193833817888237947e-01,8.461353624927324402e-02
2.794088777842548277e-01,2.277541683933322070e-01,5.082744397638653266e-01,1.502305106471962803e-01
3.995510106036083142e-01,7.828229391805375803e-01,5.395324218925228177e-01,5.237320300552223973e-01
5.119520525159051427e-01,7.330404581849413459e-01,8.881060918474594779e-01,2.311097835155150049e-01
3.462832932929776897e-01,5.204714419137809189e-01,7.837304282861109472e-01,2.662687797391100619e-01
1.996279409641131264e-01,7.168375444895614956e-01,5.655985933216268746e-01,1.381937461001571908e-02
5.927091292227381070e-01,2.539056771333624285e-01,4.878748736150266274e-01,2.155806849313685603e-01
4.803439534881655537e-01,1.998211302819017376e-01,7.455011287158922473e-01,1.799754246265262980e-01
7.767237235872109791e-01,2.913526983671145820e-01,1.685605100983110505e-01,8.176803698248240604e-01
8.659298658549249295e-01,1.635558969944665153e-01,2.160363653102947423e-01,5.497510233613260855e-01
5.065508624197118115e-01,6.430293945640810915e-02,7.317191313651473239e-01,7.810291407337270897e-01
8.892038175912492237e-01,7.454383570252329783e-01,6.761948162841998622e-01,9.003796764955229737e-01
1.855139174444479788e-02,3.593507874636083788e-01,9.970940914796977417e-01,6.993086044679153526e-03
5.336714488762509846e-03,8.427929169230584661e-01,5.750175975889544322e-01,6.780645026689595400e-02
1.773142647598673904e-01,6.841133714346210315e-01,5.246202906331364213e-01,6.958501036750875945e-01
8.660477483417784450e-01,5.371796185156245684e-01,2.634218348886626093e-01,5.381433003400596382e-01
3.846410872452591390e-01,1.727871817824805922e-01,1.109652691338895159e-01,2.763173594236990049e-01
2.730587498457001661e-01,2.043843603729998404e-01,4.670442062953600870e-01,1.836206392729647918e-01
5.127092611261053756e-01,1.349804998576840664e-01,3.449178161908445506e-01,9.658058270987894822e-01
3.611181208756609196e-01,1.778422802647598375e-02,1.358657542226781589e-01,1.430729086525969751e-01
7.965185053371051094e-01,7.733831897114874510e-01,7.847902596589293456e-01,7.714216256038864961e-01
9.479577610277750699e-01,6.997834653075135636e-01,5.373159721907447978e-02,5.179734525672979872e-01
7.404805394054307655e-02,8.700249479027489796e-01,9.539703162079209431e-01,7.087072320623988286e-01
4.653416648424281155e-01,1.710918662713157845e-01,2.051566840418776738e-01,2.774039064921465236e-01
9.663127816513003565e-02,6.261632155355418838e-01,4.766483286621574222e-02,9.910968220433351572e-01
3.529857156029166387e-01,9.024695121713256774e-02,2.432380750322334362e-01,2.642494962479905452e-01
2.192639497383393199e-01,2.072273726484981926e-01,5.073921580402895870e-01,4.114090032488439408e-01
9.760760273680112176e-02,1.974157167262757286e-03,4.192299719704772332e-01,1.186301049431260322e-02
2.309750413993322815e-01,1.032785168119823571e-01,6.256849386578106076e-01,1.258161671957868932e-01
5.099586901546384610e-01,6.190588664297027588e-01,9.130748253876002085e-01,2.649158278580311943e-01
1.665876529559044972e-01,9.318491142006392058e-01,8.012288151274772341e-01,6.473389412363406148e-01
6.606568561163865816e-01,6.520338807287758866e-03,8.268110867875182457e-01,6.542056318911326773e-02
9.459204792229223280e-01,8.914292868753933563e-01,9.110707613104283009e-01,9.493369731461707151e-01
9.753601991951393879e-01,1.805836211713283679e-01,6.339154732408588400e-01,7.258627746217878318e-01
8.758584311312030968e-01,7.600484428726139718e-01,6.835279965464944318e-01,5.112253834575911648e-01
4.639456660805004184e-01,3.864919538624587148e-01,9.384219184824810212e-01,2.558279571851208023e-01
6.015060058045992308e-01,5.003115917636493659e-01,8.820606821269755260e-01,1.411179731987204089e-01
8.888703711138197516e-02,7.832831934136759156e-01,6.304515104085677279e-01,1.906161113020465522e-02
7.200955713800162306e-01,1.879143198413910087e-02,3.497273877764491834e-01,7.389131016840652100e-01
9.509471821286235027e-01,7.128869567147663178e-01,7.516335562949003624e-01,6.007590020993942570e-01
1.588735758178344559e-02,5.372577336419970262e-01,2.063178557796019053e-01,9.784818718773744539e-01
1.785800799551504059e-01,9.592906044553065614e-01,6.023636840202903908e-01,9.991215182190080757e-01
3.413617513230596257e-01,7.886681551233443166e-02,2.798899588219769252e-01,4.063639336949744774e-01
9.714763078110808525e-01,9.280280094715726014e-01,7.837958751323385043e-01,9.759142874931970857e-01
5.327192107340388283e-01,2.900830573803324652e-01,1.918898439297735403e-01,6.566438530625277048e-01
5.325389929571578973e-01,1.971948392109285075e-01,6.958004829062988672e-02,4.762850954238249113e-01
4.182257875303678762e-01,2.079631088329152167e-01,1.012806589643775040e-01,3.418402554991208930e-01
8.498184187966554282e-01,5.083909421330110728e-02,5.034503715075585584e-01,5.311918886026320008e-01
1.311363673696088750e-01,5.788524974440707460e-01,4.488705737520662375e-01,4.856531614838149324e-01
3.931652854435211397e-01,1.498446974061569750e-02,7.816885183299248085e-01,1.804686639054274011e-01
8.444299281583629302e-01,5.104790117228322766e-01,6.340486481342031411e-01,7.597182841955353316e-01
9.381717463031134796e-02,9.222551293026738373e-01,9.949917798448050243e-01,6.986895608591933149e-01
9.717348110828282204e-01,9.768691634097156351e-01,2.838304307272878080e-01,7.346968751927908103e-01
3.094410926138738138e-01,5.001534475804750857e-01,4.404174874064045175e-01,1.386367220942986977e-01
9.581984262912950356e-01,2.776453127739209048e-01,1.160621461672410454e-01,4.274341970533019897e-01
8.932763387142341749e-01,6.870202945282934126e-02,9.579130892477349946e-01,5.352933042006182696e-01
3.257926730378671309e-01,1.644165913337311546e-01,2.158577419917504792e-01,8.916236484429110321e-02
3.374672649111365996e-01,1.855577418920354993e-01,6.155323243727396365e-01,2.216946790873053630e-01
5.616981833738923235e-01,3.696784523650428200e-01,9.098507389019535596e-01,3.046775028953797038e-01
1.562354259963306402e-01,9.432604460465706664e-01,6.772411623036466155e-01,9.632034179193166290e-01
4.303731656784999804e-01,5.249962745369025630e-01,4.123800810107813852e-01,2.401198597640295251e-01
4.094139313953449322e-01,7.867591697179060484e-01,1.111250326685684769e-01,9.333521600099679016e-01
8.818683753908939105e-01,2.386871187114174842e-01,3.552201626971208115e-01,5.845688539553075547e-01
5.605351839408181380e-01,1.706147391147857795e-01,2.323111926819405593e-01,1.801984486153260789e-01
4.368542776131850158e-01,2.115028811064275094e-01,1.358456706991195972e-01,3.363366004753490235e-01
6.245045391589810757e-01,7.608209508363704687e-01,1.743715717554414624e-01,4.603955282813839700e-01
1.617961708235422791e-01,8.743630732022604768e-01,6.528420009473144825e-01,9.777419507051593461e-01
2.685896475918777004e-01,8.552106571371074217e-01,2.062847399176863938e-01,8.248700240083377544e-01
7.986141930233217057e-01,3.280108301321734698e-01,1.218618784914395764e-01,6.117405549003261944e-01
8.173882952369796451e-01,5.355330546904729649e-01,8.104454532626098606e-01,3.362508697243536959e-01
2.304462132980369948e-01,2.511031481478423477e-01,6.050650487605809813e-01,1.371619795882414172e-01
8.779043322309314501e-01,9.198893958028812046e-01,3.488941210251597091e-01,7.989252946397226163e-01
9.957397281844976300e-01,5.980720877711480643e-01,6.409165969081803693e-01,6.710041737888902125e-01
5.921897018194852702e-01,5.024153089932393845e-01,3.433826535671521407e-01,4.643767184282888150e-01
1.939156726275047815e-01,9.214487529345316563e-01,7.794688001292217061e-01,6.505504777118646664e-02
3.631959413887188570e-01,3.700124912534418220e-01,2.283891231172460734e-01,7.361385766279960885e-01
2.936395301496350779e-02,6.896800086165708610e-01,5.815861690393474559e-01,9.398577986567824283e-01
8.496011883170279111e-01,5.529788033016990179e-01,4.459218234247621093e-01,7.840956620548132916e-01
3.555891530498624387e-01,9.899029032709545650e-02,3.383272502108141677e-01,4.759782943541949196e-01
